tweet_id,in_reply_to_status_id,in_reply_to_user_id,timestamp,source,text,rating_numerator,rating_denominator,name,display_text_range,stages,retweet_count,favorite_count,dog_breed,confidence,is_dog,rating_category
887705289381826560,0,0,2017-07-19 16:06:48,Twitter for iPhone,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic,13,10,Jeffrey,127,None,4951,28583,basset,0.821664,True,above_10
887517139158093824,0,0,2017-07-19 03:39:09,Twitter for iPhone,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy),14,10,None,108,None,10822,43826,limousine,0.130432,False,above_10
887473957103951883,0,0,2017-07-19 00:47:34,Twitter for iPhone,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her,13,10,Canela,99,None,16576,65133,Pembroke,0.809197,True,above_10
887343217045368832,0,0,2017-07-18 16:08:03,Twitter for iPhone,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo),13,10,None,88,None,9631,31837,Mexican_hairless,0.330741,True,above_10
887101392804085760,0,0,2017-07-18 00:07:08,Twitter for iPhone,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof,12,10,None,129,None,5489,28959,Samoyed,0.733942,True,above_10
886983233522544640,0,0,2017-07-17 16:17:36,Twitter for iPhone,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in,13,10,Maya,101,None,7076,33102,Chihuahua,0.793469,True,above_10
886736880519319552,0,0,2017-07-16 23:58:41,Twitter for iPhone,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff",13,10,Mingus,121,None,2968,11353,kuvasz,0.309706,True,above_10
886680336477933568,0,0,2017-07-16 20:14:00,Twitter for iPhone,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal,13,10,Derek,71,None,4111,21241,convertible,0.738995,False,above_10
886366144734445568,0,0,2017-07-15 23:25:31,Twitter for iPhone,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe,12,10,Roscoe,131,Pupper,2912,19995,French_bulldog,0.999201,True,above_10
886258384151887873,0,0,2017-07-15 16:17:19,Twitter for iPhone,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles,13,10,Waffles,94,None,5809,26480,pug,0.943575,True,above_10
885984800019947520,0,0,2017-07-14 22:10:11,Twitter for iPhone,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution,12,10,Jimbo,140,None,6187,30819,Blenheim_spaniel,0.972494,True,above_10
885528943205470208,0,0,2017-07-13 15:58:47,Twitter for iPhone,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly,13,10,Maisey,109,None,5883,34022,pug,0.369275,True,above_10
885167619883638784,0,0,2017-07-12 16:03:00,Twitter for iPhone,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10,13,10,None,134,None,4027,20707,malamute,0.8124819999999999,True,above_10
884925521741709313,0,0,2017-07-12 00:01:00,Twitter for iPhone,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl",12,10,Earl,93,None,16677,73049,Italian_greyhound,0.259916,True,above_10
884876753390489601,0,0,2017-07-11 20:47:12,Twitter for iPhone,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola,13,10,Lola,118,None,5148,26347,chow,0.822103,True,above_10
884562892145688576,0,0,2017-07-11 00:00:02,Twitter for iPhone,This is Kevin. He's just so happy. 13/10 what is your secret Kevin,13,10,Kevin,66,None,4329,22978,pug,0.5464060000000001,True,above_10
884441805382717440,0,0,2017-07-10 15:58:53,Twitter for iPhone,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales)",14,10,None,136,None,5238,25589,Pembroke,0.993225,True,above_10
884162670584377345,0,0,2017-07-09 21:29:42,Twitter for iPhone,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo,12,10,Yogi,140,Doggo,2755,19294,German_shepherd,0.707046,True,above_10
883838122936631299,0,0,2017-07-09 00:00:04,Twitter for iPhone,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy,12,10,Noah,137,None,3170,20665,Doberman,0.610946,True,above_10
883482846933004288,0,0,2017-07-08 00:28:19,Twitter for iPhone,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10",5,10,Bella,112,None,9092,43374,golden_retriever,0.943082,True,below 10
883360690899218434,0,0,2017-07-07 16:22:55,Twitter for iPhone,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck,13,10,Grizzwald,139,Floofer,3417,21465,chow,0.987997,True,above_10
883117836046086144,0,0,2017-07-07 00:17:54,Twitter for iPhone,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat",13,10,None,111,None,6109,35101,golden_retriever,0.949562,True,above_10
882992080364220416,0,0,2017-07-06 15:58:11,Twitter for iPhone,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy,13,10,Rusty,108,None,3583,22599,Eskimo_dog,0.466778,True,above_10
882762694511734784,0,0,2017-07-06 00:46:41,Twitter for iPhone,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl,12,10,Gus,114,Pupper,4507,26748,Labrador_retriever,0.85005,True,above_10
882627270321602560,0,0,2017-07-05 15:48:34,Twitter for iPhone,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi),13,10,Stanley,136,None,5593,26455,Pembroke,0.542982,True,above_10
882268110199369728,0,0,2017-07-04 16:01:23,Twitter for iPhone,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸,13,10,Alfy,114,None,10673,42449,golden_retriever,0.762211,True,above_10
882045870035918850,0,0,2017-07-04 01:18:17,Twitter for iPhone,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko",13,10,Koko,133,None,4512,27742,web_site,0.949591,False,above_10
881906580714921986,0,0,2017-07-03 16:04:48,Twitter for iPhone,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable,12,10,Rey,67,None,3126,23022,Weimaraner,0.291539,True,above_10
881666595344535552,0,0,2017-07-03 00:11:11,Twitter for iPhone,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely,13,10,Gary,115,None,9844,47903,Saluki,0.529012,True,above_10
881536004380872706,0,0,2017-07-02 15:32:16,Twitter for iPhone,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow)",14,10,None,130,Pupper,14719,46797,Samoyed,0.281463,True,above_10
881268444196462592,0,0,2017-07-01 21:49:04,Twitter for iPhone,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet,12,10,Elliot,138,None,4839,21952,tusker,0.473303,False,above_10
880935762899988482,0,0,2017-06-30 23:47:07,Twitter for iPhone,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking,13,10,Louis,72,None,2569,16140,street_sign,0.251801,False,above_10
880872448815771648,0,0,2017-06-30 19:35:32,Twitter for iPhone,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10,12,10,None,137,None,3528,20148,Pembroke,0.791416,True,above_10
880465832366813184,0,0,2017-06-29 16:39:47,Twitter for iPhone,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop,12,10,Bella,114,None,5744,26976,golden_retriever,0.913255,True,above_10
880221127280381952,0,0,2017-06-29 00:27:25,Twitter for iPhone,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well,12,10,Jesse,108,None,3843,25550,Chihuahua,0.238525,True,above_10
880095782870896641,0,0,2017-06-28 16:09:20,Twitter for iPhone,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10,11,10,None,129,None,4002,26149,miniature_pinscher,0.120298,True,above_10
879862464715927552,0,0,2017-06-28 00:42:13,Twitter for iPhone,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10,13,10,Romeo,91,None,3231,21161,basset,0.813507,True,above_10
879492040517615616,0,0,2017-06-27 00:10:17,Twitter for iPhone,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10,12,10,Bailey,90,None,2936,22215,German_short-haired_pointer,0.479896,True,above_10
879415818425184262,0,0,2017-06-26 19:07:24,Twitter for iPhone,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici),13,10,Duddles,82,None,40972,100134,English_springer,0.383404,True,above_10
879376492567855104,0,0,2017-06-26 16:31:08,Twitter for iPhone,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by,12,10,Jack,125,None,2889,15910,tricycle,0.663601,False,above_10
879050749262655488,0,0,2017-06-25 18:56:45,Twitter for iPhone,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet,11,10,Steven,132,None,4319,21344,tabby,0.311861,False,above_10
879008229531029506,0,0,2017-06-25 16:07:47,Twitter for iPhone,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs,13,10,Beau,94,None,2477,17985,vizsla,0.960513,True,above_10
878776093423087618,0,0,2017-06-25 00:45:22,Twitter for iPhone,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth,13,10,Snoopy,126,Puppo,3770,18345,Italian_greyhound,0.734684,True,above_10
878281511006478336,0,0,2017-06-23 16:00:04,Twitter for iPhone,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY",13,10,Shadow,140,None,1189,7327,basset,0.32042,True,above_10
878057613040115712,0,0,2017-06-23 01:10:23,Twitter for iPhone,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved,14,10,Emmy,115,None,6272,39857,French_bulldog,0.839097,True,above_10
877736472329191424,0,0,2017-06-22 03:54:17,Twitter for iPhone,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again,13,10,Aja,93,None,17509,75247,Chesapeake_Bay_retriever,0.8379559999999999,True,above_10
877556246731214848,0,0,2017-06-21 15:58:08,Twitter for iPhone,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options,12,10,Penny,139,None,3520,21519,basset,0.995368,True,above_10
877316821321428993,0,0,2017-06-21 00:06:44,Twitter for iPhone,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy",13,10,Dante,137,None,4794,25968,Saluki,0.5099670000000001,True,above_10
877201837425926144,0,0,2017-06-20 16:29:50,Twitter for iPhone,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop,12,10,Nelly,128,None,5162,25687,Pembroke,0.93112,True,above_10
876838120628539392,0,0,2017-06-19 16:24:33,Twitter for iPhone,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately,12,10,Ginger,125,Pupper,3083,19604,bloodhound,0.575751,True,above_10
876484053909872640,0,0,2017-06-18 16:57:37,Twitter for iPhone,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy,13,10,Benedict,127,None,2202,17800,golden_retriever,0.874566,True,above_10
876120275196170240,0,0,2017-06-17 16:52:05,Twitter for iPhone,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite",13,10,Venti,140,None,4313,26536,Bernese_mountain_dog,0.534327,True,above_10
875747767867523072,0,0,2017-06-16 16:11:53,Twitter for iPhone,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl",13,10,Goose,125,None,3953,23858,Labrador_retriever,0.799551,True,above_10
875144289856114688,0,0,2017-06-15 00:13:52,Twitter for iPhone,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene,13,10,Nugget,133,None,4547,20772,Siberian_husky,0.245048,True,above_10
875021211251597312,0,0,2017-06-14 16:04:48,Twitter for iPhone,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck,12,10,None,115,None,4381,24180,West_Highland_white_terrier,0.7143189999999999,True,above_10
874680097055178752,0,0,2017-06-13 17:29:20,Twitter for iPhone,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly,12,10,Cash,92,None,4287,26408,Labrador_retriever,0.836052,True,above_10
874296783580663808,0,0,2017-06-12 16:06:11,Twitter for iPhone,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract,13,10,Jed,114,Pupper,3807,24724,cocker_spaniel,0.437216,True,above_10
874057562936811520,0,0,2017-06-12 00:15:36,Twitter for iPhone,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10",12,10,None,129,None,3685,21561,flat-coated_retriever,0.8321770000000001,True,above_10
874012996292530176,0,0,2017-06-11 21:18:31,Twitter for iPhone,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo",13,10,Sebastian,139,Puppo,9543,32653,Cardigan,0.806674,True,above_10
873580283840344065,0,0,2017-06-10 16:39:04,Twitter for iPhone,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly",13,10,None,135,None,3639,23015,Newfoundland,0.678537,True,above_10
873213775632977920,0,0,2017-06-09 16:22:42,Twitter for iPhone,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD",12,10,Sierra,140,Pupper,1481,6816,vizsla,0.6197819999999999,True,above_10
872967104147763200,0,0,2017-06-09 00:02:31,Twitter for iPhone,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo,12,10,None,132,Doggo,5044,25975,Labrador_retriever,0.476913,True,above_10
872820683541237760,0,0,2017-06-08 14:20:41,Twitter for iPhone,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10",13,10,None,140,None,3456,14021,pug,0.99912,True,above_10
872620804844003328,0,0,2017-06-08 01:06:27,Twitter for iPhone,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love...,13,10,Monkey,116,None,3399,19727,cocker_spaniel,0.513191,True,above_10
872486979161796608,0,0,2017-06-07 16:14:40,Twitter for iPhone,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10,12,10,None,133,None,8403,38794,Pembroke,0.931861,True,above_10
872122724285648897,0,0,2017-06-06 16:07:15,Twitter for iPhone,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still 12/10 would happily get dunked on,12,10,Kody,126,None,7533,32708,basketball,0.808396,False,above_10
871879754684805121,0,0,2017-06-06 00:01:46,Twitter for iPhone,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10,13,10,Lassie,136,None,10271,35892,Shetland_sheepdog,0.969171,True,above_10
871762521631449091,0,0,2017-06-05 16:15:56,Twitter for iPhone,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10,12,10,Rover,134,Pupper,3246,19299,Labrador_retriever,0.921393,True,above_10
871515927908634625,0,0,2017-06-04 23:56:03,Twitter for iPhone,This is Napolean. He's a Raggedy East Nicaraguan Zoom Zoom. Runs on one leg. Built for deception. No eyes. Good with kids. 12/10 great doggo,12,10,Napolean,140,Doggo,3241,19232,komondor,0.974781,True,above_10
871032628920680449,0,0,2017-06-03 15:55:36,Twitter for iPhone,"This is Boomer. He's doing an advanced water takeoff. The opposite of Sully. Ears for control, mlem for style. 13/10 simply breathtaking",13,10,Boomer,136,None,3575,21689,kelpie,0.3980530000000001,True,above_10
870804317367881728,0,0,2017-06-03 00:48:22,Twitter for iPhone,Real funny guys. Sending in a pic without a dog in it. Hilarious. We'll rate the rug tho because it's giving off a very good vibe. 11/10,11,10,None,136,None,5793,32103,home_theater,0.16829000000000002,False,above_10
870656317836468226,0,0,2017-06-02 15:00:16,Twitter for iPhone,"This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still 13/10

Help Cody here: https://t.co/4hxnDOt1CV",13,10,Cody,138,None,2473,11813,Pembroke,0.945495,True,above_10
870374049280663552,0,0,2017-06-01 20:18:38,Twitter for iPhone,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental science destroy it. 13/10,13,10,Zoey,139,None,24736,79165,golden_retriever,0.841001,True,above_10
870308999962521604,0,0,2017-06-01 16:00:09,Twitter for iPhone,"This is Rumble, but he's not ready to. Would rather fall asleep in his bath bucket. 13/10 would attempt a boop without waking",13,10,Rumble,125,None,3879,20903,Greater_Swiss_Mountain_dog,0.6227520000000001,True,above_10
870063196459192321,0,0,2017-05-31 23:43:25,Twitter for iPhone,Meet Clifford. He's quite large. Also red. Good w kids. Somehow never steps on them. Massive poops very inconvenient. Still 14/10 would ride,14,10,Clifford,140,None,7791,34942,comic_book,0.534409,False,above_10
869772420881756160,0,0,2017-05-31 04:27:59,Twitter for iPhone,"This is Dewey (pronounced ""covfefe""). He's having a good walk. Arguably the best walk. 13/10 would snug softly",13,10,Dewey,110,None,9468,40640,Pembroke,0.980148,True,above_10
869702957897576449,0,0,2017-05-30 23:51:58,Twitter for iPhone,Meet Stanley. He likes road trips. Will shift for you. One ear more effective than other. 13/10 we don't leave until you buckle pup Stanley,13,10,Stanley,139,None,5917,27015,Pembroke,0.993449,True,above_10
869596645499047938,0,0,2017-05-30 16:49:31,Twitter for iPhone,This is Scout. He just graduated. Officially a doggo now. Have fun with taxes and losing sight of your ambitions. 12/10 would throw cap for,12,10,Scout,139,Doggo,2933,15291,Chihuahua,0.955156,True,above_10
869227993411051520,0,0,2017-05-29 16:24:37,Twitter for iPhone,This is Gizmo. His favorite thing is standing pupright like a hooman. Sneaky tongue slip status achieved. 13/10 would boop well,13,10,Gizmo,127,None,3552,19547,Pembroke,0.664181,True,above_10
868880397819494401,0,0,2017-05-28 17:23:24,Twitter for iPhone,This is Walter. He won't start hydrotherapy without his favorite floatie. 14/10 keep it pup Walter,14,10,Walter,98,None,13549,62661,laptop,0.153718,False,above_10
868622495443632128,0,0,2017-05-28 00:18:35,Twitter for iPhone,Here's a h*ckin peaceful boy. Unbothered by the comings and goings. 13/10 please reveal your wise ways,13,10,None,102,None,4975,25562,Labrador_retriever,0.868107,True,above_10
868552278524837888,0,0,2017-05-27 19:39:34,Twitter for iPhone,"Say hello to Cooper. His expression is the same wet or dry. Absolute 12/10 but Coop desperately requests your help

https://t.co/ZMTE4Mr69f",12,10,Cooper,139,None,1952,9659,whippet,0.378151,True,above_10
867900495410671616,0,0,2017-05-26 00:29:37,Twitter for iPhone,"Unbelievable. We only rate dogs. Please don't send in non-canines like the ""I"" from Pixar's opening credits. Thank you... 12/10",12,10,None,127,None,3934,23217,Labrador_retriever,0.522644,True,above_10
867774946302451713,0,0,2017-05-25 16:10:44,Twitter for iPhone,Meet Harold.  He's h*ckin cooperative. 13/10 good work Harold,13,10,Harold,61,None,6930,32574,Border_collie,0.661953,True,above_10
867421006826221569,0,0,2017-05-24 16:44:18,Twitter for iPhone,This is Shikha. She just watched you drop a skittle on the ground and still eat it. Could not be less impressed. 12/10 superior puppo,12,10,Shikha,133,Puppo,2344,15439,Eskimo_dog,0.6164569999999999,True,above_10
867051520902168576,0,0,2017-05-23 16:16:06,Twitter for iPhone,"Oh my this spooked me up. We only rate dogs, not happy ghosts. Please send dogs only. It's a very simple premise. Thank you... 13/10",13,10,None,132,None,7425,30919,Samoyed,0.471403,True,above_10
866686824827068416,0,0,2017-05-22 16:06:55,Twitter for iPhone,This is Lili. She can't believe you betrayed her with bath time. Never looking you in the eye again. 12/10 would puppologize profusely,12,10,Lili,134,None,3282,18526,flat-coated_retriever,0.51473,True,above_10
866450705531457537,0,0,2017-05-22 00:28:40,Twitter for iPhone,"This is Jamesy. He gives a kiss to every other pupper he sees on his walk. 13/10 such passion, much tender",13,10,Jamesy,106,Pupper,33281,117441,French_bulldog,0.905334,True,above_10
866334964761202691,0,0,2017-05-21 16:48:45,Twitter for iPhone,This is Coco. At first I thought she was a cloud but clouds don't bork with such passion. 12/10 would hug softly,12,10,Coco,112,None,13477,50386,Samoyed,0.984086,True,above_10
865718153858494464,0,0,2017-05-19 23:57:46,Twitter for iPhone,"Meet Boomer. He's just checking pup on you. Hopes you had a good day. If not, he hopes he made it better. 13/10 extremely good boy",13,10,Boomer,130,None,5319,24676,golden_retriever,0.673664,True,above_10
865359393868664832,0,0,2017-05-19 00:12:11,Twitter for iPhone,This is Sammy. Her tongue ejects without warning sometimes. It's a serious condition. Needs a hefty dose from a BlepiPen. 13/10,13,10,Sammy,127,None,4735,25468,Chesapeake_Bay_retriever,0.832435,True,above_10
865006731092295680,0,0,2017-05-18 00:50:50,Twitter for iPhone,This is Nelly. He really hopes you like his Hawaiian shirt. He already tore the tags off. 13/10 h*ck of a puppurchase,13,10,Nelly,117,None,7284,26968,Pembroke,0.989882,True,above_10
864873206498414592,0,0,2017-05-17 16:00:15,Twitter for iPhone,We only rate dogs. Please don't send in Jesus. We're trying to remain professional and legitimate. Thank you... 14/10,14,10,None,117,None,8242,31082,pole,0.478616,False,above_10
864279568663928832,0,0,2017-05-16 00:41:21,Twitter for iPhone,This is Meatball. He doing what's known in the industry as a mid-strut mlem. H*ckin fancy boy. 12/10 I'd do anything for Meatball,12,10,Meatball,129,None,2861,14046,bull_mastiff,0.668613,True,above_10
864197398364647424,0,0,2017-05-15 19:14:50,Twitter for iPhone,This is Paisley. She ate a flower just to prove she could. Savage af. 13/10 would pet so well,13,10,Paisley,93,None,8404,28940,golden_retriever,0.945905,True,above_10
